,Id,articles_counts,day,lesbarkeit,month,polarity,subjectivity,thread_counts,word_counts,year
69,b_article_6p9.txt,1,12,56.66,3,0.08442622950819671,0.04918032786885246,0,729,2019
70,b_article_7p0.txt,1,12,30.16,2,0.09999999999999998,0.19047619047619047,0,283,2019
71,b_article_7p1.txt,1,12,52.9,2,0.14166666666666666,0.0,0,109,2019
72,b_article_7p2.txt,1,12,57.77,2,0.05833333333333333,0.16666666666666666,0,147,2019
73,b_article_7p3.txt,1,12,35.81,2,0.20533333333333334,0.02,0,641,2019
74,b_article_7p4.txt,1,12,19.2,1,-0.5,0.0,0,100,2019
75,b_article_7p5.txt,1,12,57.71,1,0.12142857142857143,0.07142857142857142,0,324,2019
76,b_article_7p6.txt,1,30,53.55,11,0.0,0.8,0,26,2019
77,b_article_7p7.txt,1,30,47.72,11,-0.09916666666666667,0.0125,0,807,2019
78,b_article_7p8.txt,1,29,38.25,11,-0.04924242424242426,0.045454545454545456,0,444,2019
79,b_article_8p0.txt,1,29,63.29,11,-0.043333333333333335,0.1,0,225,2019
80,b_article_8p1.txt,1,29,48.94,11,0.33999999999999997,0.2,0,111,2019
81,b_article_8p2.txt,1,29,70.02,11,-0.0543859649122807,0.14912280701754385,0,307,2019
82,b_article_8p3.txt,1,29,45.9,11,-0.17857142857142858,0.03571428571428571,0,701,2019
83,b_article_8p4.txt,1,29,28.2,11,-0.19166666666666668,0.060000000000000005,0,472,2019
84,b_article_8p5.txt,1,28,22.08,11,-0.5,0.0,0,58,2019
85,b_article_8p6.txt,1,27,29.19,11,0.5,0.5,0,49,2019
86,b_article_8p7.txt,1,27,66.27,11,-0.08833333333333333,0.225,0,456,2019
87,b_article_8p8.txt,1,27,33.92,11,0.06999999999999999,0.0,0,183,2019
88,b_article_8p9.txt,1,26,41.6,11,0.12826086956521737,0.043478260869565216,0,391,2019
89,b_article_9p0.txt,1,26,37.34,11,0.2125,0.0,0,298,2019
90,b_article_9p1.txt,1,26,27.32,11,-0.03500000000000001,0.14393939393939392,0,436,2019
91,b_article_9p2.txt,1,25,72.53,11,-0.09090909090909091,0.09090909090909091,0,79,2019
92,b_article_9p3.txt,1,25,47.62,11,-0.17142857142857143,0.0,0,138,2019
93,b_article_9p4.txt,1,25,44.58,11,-0.11666666666666665,0.08333333333333333,0,341,2019
94,b_article_9p5.txt,1,25,58.42,11,-0.10238095238095238,0.16666666666666666,0,233,2019
95,b_article_9p6.txt,1,25,58.01,11,0.3527777777777778,0.05555555555555555,0,301,2019
96,b_article_9p7.txt,1,24,35.2,11,-0.15833333333333335,0.0,0,239,2019
97,b_article_9p8.txt,1,23,55.27,11,0.13333333333333333,0.05555555555555555,0,432,2019
98,b_article_9p9.txt,1,22,61.26,11,0.016666666666666673,0.0,0,396,2019
